FMID,MarketName,street,city,County,State,zip,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,logitude
1000566,Casco Farmers' Market,"940 Meadow Road, Route 121",Casco,Cumberland,Maine,04015,,,,,,THU: 9:00 AM-2:00 PM;,THU: 9:00 AM-2:00 PM;,THU: 9:00 AM-2:00 PM;,THU: 9:00 AM-2:00 PM;,,,,-70.522297,44.003917
1008997,Case Western Reserve University Farmers Market,2109 Adelbert Road,Cleveland,Cuyahoga,Ohio,44106,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,-81.604037,41.504893
1007668,Cass County Farmers' Market,2601 Cantrell Road,Adrian,Bates,Missouri,64720,,,,,SAT:7:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:7:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:7:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:7:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:7:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:7:30 AM - 12:00 PM;,,,-94.3725,38.6591
1011711,Castle Hills Farm To Market,2211 NW Military,Castle Hills,Bexar,Texas,78213,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,-98.5224,29.534131
1003143,"Castle Rock Farmers Market, aka Plum Creek Valley Farmers Market",3rd Sreet and Wilcox,Castle Rock,Douglas,Colorado,80104,,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-104.86002990000001,39.3722755
1011460,Castro Certified Farmers' Market,Noe Street. and Market Street,San Francisco,San Francisco,California,94114,,,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,WED: 4:00 PM-8:00 PM;,-122.433102,37.764428
1007358,Castro Valley Farmers' Market,Redwood Road And Norbridge Avenue,Castro Valley,Alameda,California,94546,,,,,SAT:10:00 AM - 2:00 PM;,SAT:10:00 AM - 2:00 PM;,SAT:10:00 AM - 2:00 PM;,SAT:10:00 AM - 2:00 PM;,SAT:10:00 AM - 2:00 PM;,SAT:10:00 AM - 2:00 PM;,,,-122.07393859999999,37.6925557
1012399,"Caswell County Local Foods Council ""Caswell Farmers Market""",4807 NC Hwy 57 N,Semora,Caswell,North Carolina,27344,,,,SAT: 4:00 PM-7:00 PM;,SAT: 4:00 PM-7:00 PM;,SAT: 4:00 PM-7:00 PM;,SAT: 4:00 PM-7:00 PM;,SAT: 4:00 PM-7:00 PM;,SAT: 4:00 PM-7:00 PM;,,,,-79.15265500000001,36.499339899999995
1008276,Catawba County Public Health Farmers Market,3070 11th Ave Dr. SE,Hickory,Catawba,North Carolina,28602,,,,,,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,,,,-81.26950699999999,35.712066
1012444,Catawba Farms Farmers' Market,1670 Southwest Blvd,Newton,Catawba,North Carolina,28658,,,,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,-81.221788,35.637794
1011496,Catawba Valley Farmers' Market,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070,,,,,THU: 3:30 PM-7:00 PM;,THU: 3:30 PM-7:00 PM;,THU: 3:30 PM-7:00 PM;,THU: 3:30 PM-7:00 PM;,THU: 3:30 PM-7:00 PM;,THU: 3:30 PM-7:00 PM;,,,-80.1064449,37.383009
1011215,Cathedral Community Farm Stand,,296 Flower City Park,Monroe,New York,14615,,,,,,,WED: 2:30 PM-6:00 PM;,WED: 2:30 PM-6:00 PM;,WED: 2:30 PM-6:00 PM;,,,,-77.6327462,43.1931226
1003681,Catonsville Farmers Market,5820 Edmondson Avenue,Catonsville,Baltimore,Maryland,21228,,,,,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,WED: 10:00 AM-1:00 PM;,,-76.716714,39.280704
1002643,Catonsville Sunday Farmers Market,730 Frederick Road,Catonsville,Baltimore,Maryland,21228,,,,,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,SUN:10:00 AM - 1:30 PM;,,-76.732893,39.272265000000004
1008732,Cave City Farmer's Market,502 Mammoth Cave Street,Cave City,Barren,Kentucky,42127,,,,,,TUE: 8:00 AM-12:00 PM;THU: 8:00 AM-7:00 PM;SUN: 8:00 AM-12:00 PM;,TUE: 8:00 AM-12:00 PM;THU: 8:00 AM-7:00 PM;SUN: 8:00 AM-12:00 PM;,TUE: 8:00 AM-12:00 PM;THU: 8:00 AM-7:00 PM;SUN: 8:00 AM-12:00 PM;,TUE: 8:00 AM-12:00 PM;THU: 8:00 AM-7:00 PM;SUN: 8:00 AM-12:00 PM;,,,,-85.967205,37.141409
1010163,Cazenovia Farmers Market,"Memorial Park, Albany Street",Cazenovia,Madison,New York,13035,,,,,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,SAT: 9:00 AM-3:00 PM;,,-75.855241,42.929771
1006846,CCFA Buena Vista Farmers Market,409 E. Main,Buena Vista,Chaffee,Colorado,81211,,,,,,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,,,-106.12920700000001,38.842674
1006847,CCFA Salida Farmers Market,5th and E street,Salida,Chaffee,Colorado,81201,,,,,,SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;,,,-105.99412,38.532657
1005295,Cecil B. Moore Farmers' Market,Cecil B. Moore Avenue between Broad and 13th Streets,Philadelphia,Philadelphia,Pennsylvania,19122,,,,,,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,,-75.15670899999999,39.978617
1018146,Cecil County Farmers' Market - North East,308 South Main Street,North East,Cecil,Maryland,21901,,,,,,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,,,-75.94171700000001,39.596555
1000690,Cedar City's Downtown Farmer's Market,Hoover & 100 WeStreet,Cedar City,Iron,Utah,84720,,,,,,,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,,,-113.06329099999999,37.679456
1008436,Cedar County Farmers' Market-El Dorado Springs,1317 S. Hwy 32,El Dorado Springs,Cedar,Missouri,64744,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-94.011533,37.860929
1012616,Cedar Falls Farmers Market,Clay & Third Streets,Cedar Falls,Black Hawk,Iowa,50613,,,,,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,,,-92.4481584,42.5359498
1012484,Cedar Mill Farmers Market,Corner Of NW Murray and Cornell,Portland,Washington,Oregon,97266,,,,,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,,,,,,-122.8141034,45.5263877
1003488,Cedar Valley Farmers Market,01 railroad street,Murphy,Cherokee,North Carolina,28906,,,,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,-84.03674699999999,35.085834999999996
1006849,Celebration Market in Sulphur Springs,Celebration Plaza,Sulphur Springs,Hopkins,Texas,75482,,,,,SAT: 6:00 PM-10:00 PM;,SAT: 6:00 PM-10:00 PM;,SAT: 6:00 PM-10:00 PM;,SAT: 6:00 PM-10:00 PM;,SAT: 6:00 PM-10:00 PM;,,,,-95.6009552,33.1382484
1011046,Celina's Friday Night Farmers Market in Historic Downtown Celina,302 W. Walnut,Celina,Collin,Texas,75009,,,,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,,,-96.786509,33.324455
1004680,Centennial Lakes Farmers Market,7499 France Avenue,Edina,Hennepin,Minnesota,55435,,,,,,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,,,,-93.3264,44.8669
1010090,Centerville Farmers Market,892 S. Main Street,Centerville,Montgomery,Ohio,45458,,,,,THU: 2:30 PM-6:30 PM;,THU: 2:30 PM-6:30 PM;,THU: 2:30 PM-6:30 PM;,THU: 2:30 PM-6:30 PM;,THU: 2:30 PM-6:30 PM;,THU: 2:30 PM-6:30 PM;,,,-84.15987559999999,39.61535
1012117,Centerville Farmers Market,52 Twaddell Mill Road,Centerville,New Castle,Delaware,19807,,,,,,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,,,-75.616506,39.821415
1012449,CentraCare Health - Long Prairie Farmers Market,Southeast of the nursing home on 1st Av SE,Long Prairie,Todd,Minnesota,56347,,,,,,FRI: 2:00 PM-6:30 PM;,FRI: 2:00 PM-6:30 PM;,FRI: 2:00 PM-6:30 PM;,FRI: 2:00 PM-6:30 PM;,FRI: 2:00 PM-6:30 PM;,,,-94.849189,45.972912
1012589,CentraCare Health Family Farmers Market,1900 CentraCare Circle,St. Cloud,Stearns,Minnesota,56303,,,,,,THU: 3:00 PM-6:00 PM;,THU: 3:00 PM-6:00 PM;,THU: 3:00 PM-6:00 PM;,THU: 3:00 PM-6:00 PM;,THU: 3:00 PM-6:00 PM;,,,-94.20525,45.581787
1005208,Central Ave Farmers Market,4301 Central Ave at 43rd Street,Los Angeles California,Los Angeles,California,90011,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,THU:10:00 AM - 4:00 PM;,-118.256,34.0058
1006668,Central City Mainstreet Farmers Market,"Courtyard Park, South 5th Street",Central City,Linn,Iowa,52214,,,,,THU: 4:00 PM-6:00 PM;,THU: 4:00 PM-6:00 PM;,THU: 4:00 PM-6:00 PM;,THU: 4:00 PM-6:00 PM;,THU: 4:00 PM-6:00 PM;,THU: 4:00 PM-6:00 PM;,,,-91.52316400000001,42.201356
1012825,Central Falls Farmers Market,129 Garfield Street,Central Falls,Providence,Rhode Island,02863,,,,,,,TUE: 2:00 PM-5:30 PM;,TUE: 2:00 PM-5:30 PM;,TUE: 2:00 PM-5:30 PM;,TUE: 2:00 PM-5:30 PM;,,,-71.395371,41.886107
1010399,Central Market York,34 W. Philadelphia Street,York,York,Pennsylvania,17401,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,TUE: 6:00 AM-2:00 PM;THU: 6:00 AM-2:00 PM;SAT: 6:00 AM-2:00 PM;,-76.7295447,39.963514399999994
1009725,Central Sarasota Farmers Market,4748 S Beneva Road,Sarasota,Sarasota,Florida,34233,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,-82.50025,27.286804999999998
1001831,Central Valley Farmers Market,"900 ""G"" Street",Merced,Merced,California,,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,SAT:7:00 AM - 3:00 PM;,-120.480453,37.290616899999996
1001832,Central Valley Farmers Market,2877 Atwater BoulevaRoad,Atwater,Merced,California,95301,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,THU:7:00 AM - 3:00 PM;SUN:7:00 AM - 3:00 PM;,-120.6299,37.35376
1000799,Centreville Farmers' Market,101 Lawyers Row,Centreville,Queen Anne's,Maryland,21617,,,,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,WED: 2:00 PM-6:00 PM;SAT: 9:00 AM-1:00 PM;,,,-76.06513000000001,39.044786
1011326,Centro Agropecuario de San Sebastian Puerto Rico (ADEA),Carr. 111 Km. 18 Bo. Bahomamey,San Sebastian,San Sebastian,Puerto Rico,00685,,,,,,,,,,,,,-66.9706,18.32878
1010147,Cerritos Farmers Market,17870 Park plaza Drive,Cerritos,Los Angeles,California,90703,,,,,,,,,,,,,-118.06253799999999,33.869285
1011833,Certified Arkansas Farmers Market Argenta,6th and Main,North Little Rock,Pulaski,Arkansas,71114,,,,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,TUE: 4:00 AM-;SAT: 7:00 AM-12:00 PM;,,,-92.2676408,34.759053
1004929,Certified SC Winter Farmers Market,3483 Charleston Highway,West Columbia,Lexington,South Carolina,29172,SAT:9:00 AM - 5:00 PM;,SAT:9:00 AM - 5:00 PM;,SAT:9:00 AM - 5:00 PM;,,,,,,,,SAT:9:00 AM - 5:00 PM;,SAT:9:00 AM - 5:00 PM;,-81.06525529999999,33.904379399999996
1001321,CFM at the Promenade Mall,40820 Winchester Road,Temecula,Riverside,California,92591,,,,,,,,,,,,,-117.155106,33.523148
1004645,Challis Community Farmers Market,City Park,Challis,Custer,Idaho,83226,,,,,,SAT: 10:00 AM-1:00 PM;,SAT: 10:00 AM-1:00 PM;,SAT: 10:00 AM-1:00 PM;,SAT: 10:00 AM-1:00 PM;,SAT: 10:00 AM-1:00 PM;,,,-114.28186399999998,44.24111
1002374,Chamberlain Farmers Market,south main st and 12th,Chamberlain,Brule,South Dakota,57325,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,-99.335551,43.803428000000004
1018387,CHAMP Certified Farmer Markets - Almaden/Via Valiente Plaza,Almaden Expressway @ Via Valiente,San Jose,Santa Clara,California,,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,SUN: 8:00 AM-2:00 PM;,-121.846216,37.209328
1012507,Champaign County Farmers' Market,Market Street and Locust Street,Urbana,Champaign,Ohio,43078,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,-83.75098249999999,40.10686320000001
1001806,Champlain Islands Farmers Market,St. Rose Church; St. Joseph's Church (S. Hero),South Hero,Grand Isle,Vermont,05486,,,,,,,,,,,,,-73.322947,44.661861
1010786,Champlain Islands Farmers Market,185 US Route 2,Grand Isle,Grand Isle,Vermont,05458,,,,,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,,,-73.295177,44.719155
1010787,Champlain Islands Farmers Market - South Hero,501 US Route 2,South Hero,Grand Isle,Vermont,05486,,,,,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,,,,-73.32226800000001,44.661874
1018080,Chandler Farmers Market,3 S. Arizona Avenue,Chandler,Maricopa,Arizona,85225,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,-111.84164299999999,33.303481
1007672,Chandler Hill Farmers Market (Defiance),596 Defiance Road,Defiance,St. Charles,Missouri,63341,,,,,SUN:12:00 PM - 4:00 PM;,SUN:12:00 PM - 4:00 PM;,SUN:12:00 PM - 4:00 PM;,SUN:12:00 PM - 4:00 PM;,SUN:12:00 PM - 4:00 PM;,SUN:12:00 PM - 4:00 PM;,,,-90.8017892,38.634127500000005
1005983,Channahon Farmers Market,24856 weStreet eames Street,Channahon,Will,Illinois,60410,,,,,,TUE:8:30 AM - 12:30 PM;,TUE:8:30 AM - 12:30 PM;,TUE:8:30 AM - 12:30 PM;,,,,,-88.21700000000001,41.43868
1000798,Chanute Farmers Market,Santa Fe Park-South Santa Fe Street,Chanute,Neosho,Kansas,66720,,,,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,WED: 3:00 PM-6:00 PM;SAT: 8:00 AM-11:00 AM;,,,-95.45264,37.658606
1004779,Chaparral Farmers' Market,700 State Line,Chaparral,Dona Ana,New Mexico,,,,,,,,SAT: 7:30 AM-11:30 AM;,SAT: 7:30 AM-11:30 AM;,SAT: 7:30 AM-11:30 AM;,SAT: 7:30 AM-11:30 AM;,SAT: 7:30 AM-11:30 AM;,,-106.37699620000001,32.001492600000006
1004593,Chapman Food & Fitness Festival,1010 Cleveland Avenue,Chico,Butte,California,95928,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,FRI: 2:00 PM-5:30 PM;,-121.815374,39.727376
1009987,Chapmantown Food and Fitness Festival,1071 E 16th Street,Chico,Alameda,California,,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,FRI: 2:00 PM-6:00 PM;,-121.815852,39.726473999999996
1002231,Chappaqua Farmers Market,Chappaqua Train Station,Chappaqua,Westchester,New York,10514,,,,,,,,,,,,,-73.8838,40.9957
1006859,Chariton Farmer's Market,N. Grand Street,Chariton,Lucas,Iowa,50049,,,,,THU: 5:00 PM-7:00 PM;,THU: 5:00 PM-7:00 PM;,THU: 5:00 PM-7:00 PM;,THU: 5:00 PM-7:00 PM;,THU: 5:00 PM-7:00 PM;,THU: 5:00 PM-7:00 PM;,,,-93.3068373,41.020577100000004
1018171,Charles City Downtown Farmers Market,Central Park,Charles City,Floyd,Iowa,50616,,,,,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,WED: 3:30 PM-6:00 PM;SAT: 9:00 AM-12:00 PM;,,,-92.677948,43.069128000000006
1004643,Charles R. Hegwood Farmers Market,Underneath the I-110 overpass and Howard Avenue,Biloxi,Harrison,Mississippi,39530,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-88.89497,30.39759
1012789,Charles Town Farmers Market,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-77.85822399999999,39.288865
1003250,Charleston Farmers Market,500 7th Street,Charleston,Coles,Illinois,61920,,,,,,WED: 6:00 AM-10:00 AM;,WED: 6:00 AM-10:00 AM;,WED: 6:00 AM-10:00 AM;,WED: 6:00 AM-10:00 AM;,WED: 6:00 AM-10:00 AM;,,,-88.1752,39.4947
1017995,Charleston Farmers Market,,Charleston,Franklin,Arkansas,72933,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,,,,-94.0363153,35.2970353
